"id","absolute_url","date_end","date_start","nb_days","country","location","category","status","finished","is_cancelled","amount_raised","goal","percent","currency","goal_raised","lang","comment_counts","news_count"
46325,"https://www.ulule.com/om-wood/","2017-06-07T21:59:00Z","2017-04-02T00:00:00Z",NA,"CH","Gryon","Musique","online",TRUE,FALSE,100,3500,2,"EUR",FALSE,"fr",0,0
46327,"https://www.ulule.com/associationbpjs/","2017-02-28T22:59:00Z","2017-02-02T00:00:00Z",NA,"FR","Pornic","Solidaire & Citoyen","online",TRUE,FALSE,0,2500,0,"EUR",FALSE,"fr",0,0
46328,"https://www.ulule.com/distribution-livres/","2017-04-01T22:59:00Z","2017-02-15T00:00:00Z",40,NA,"Yaoundé","Autres projets","online",TRUE,FALSE,0,3419,0,"EUR",FALSE,"fr",0,0
46329,"https://www.ulule.com/un-air-perdu/","2017-03-01T22:59:00Z","2017-02-04T00:00:00Z",25,"FR","Paris","Film & vidéo","online",TRUE,FALSE,650,600,108,"EUR",TRUE,"fr",0,0
46330,"https://www.ulule.com/une-ecole-au-perou-2/","2017-03-21T22:59:00Z","2017-02-08T00:00:00Z",40,"FR","Marseille","Solidaire & Citoyen","online",TRUE,FALSE,1165,500,233,"EUR",TRUE,"fr",1,0
46333,"https://www.ulule.com/l39etudiant-tchadien/","2017-03-28T21:59:00Z","2017-02-20T00:00:00Z",36,"TD","N'Djamena","Solidaire & Citoyen","online",TRUE,FALSE,150,960,15,"EUR",FALSE,"fr",0,0
46347,"https://www.ulule.com/etudiantes-cambodge/","2017-07-06T21:59:00Z","2017-05-02T00:00:00Z",60,"FR","erstein","Solidaire & Citoyen","online",TRUE,FALSE,3520,3000,117,"EUR",TRUE,"fr",0,0
46350,"https://www.ulule.com/championnat-de-france-foot7/","2017-03-31T21:59:00Z","2017-02-09T00:00:00Z",45,"FR","Bayonne","Sports","online",TRUE,FALSE,20,2000,1,"EUR",FALSE,"fr",0,0
46351,"https://www.ulule.com/ratata-festival-2017/","2017-04-12T21:59:00Z","2017-02-22T00:00:00Z",NA,"IT","Macerata","BD & Manga","online",TRUE,FALSE,2919,2500,116,"EUR",TRUE,"it",3,42
46352,"https://www.ulule.com/transat-album/","2017-03-11T22:59:00Z","2017-01-30T00:00:00Z",40,"FR","Bordeaux","Musique","online",TRUE,FALSE,2062,2000,103,"EUR",TRUE,"fr",0,0
46354,"https://www.ulule.com/journee-de-la-lecture/","2017-03-10T22:59:00Z","2017-02-08T00:00:00Z",30,"FR","Chasseneuil sur Bonnieure","Édition & Média","online",TRUE,FALSE,1825,1800,101,"EUR",TRUE,"fr",3,12
46355,"https://www.ulule.com/reves-4/","2017-02-22T22:59:00Z","2017-02-02T00:00:00Z",NA,"FR","Grenoble","Solidaire & Citoyen","online",TRUE,FALSE,250,250,100,"EUR",TRUE,"fr",0,0
46356,"https://www.ulule.com/les-ruchers-dasgard/","2017-03-31T21:59:00Z","2017-02-09T00:00:00Z",NA,"FR","Aveyron","Solidaire & Citoyen","online",TRUE,TRUE,5585,4796,116,"EUR",TRUE,"fr",3,5
46358,"https://www.ulule.com/stuka-court-metrage/","2017-04-23T21:59:00Z","2017-02-22T00:00:00Z",60,"FR","Villerupt","Film & vidéo","online",TRUE,FALSE,1610,1500,107,"EUR",TRUE,"fr",0,24
46360,"https://www.ulule.com/concert-ists-3/","2017-03-15T22:59:00Z","2017-02-07T00:00:00Z",NA,"FR","Nice","Musique","online",TRUE,FALSE,250,250,100,"EUR",TRUE,"fr",0,0
46361,"https://www.ulule.com/novels-new-album/","2017-03-02T22:59:00Z","2017-01-31T00:00:00Z",30,"FR","le mans","Musique","online",TRUE,FALSE,2026,2000,101,"EUR",TRUE,"fr",0,3
46362,"https://www.ulule.com/masque-oubli/","2017-05-07T21:59:00Z","2017-03-23T00:00:00Z",45,"FR","Chalifert","Spectacle vivant","online",TRUE,FALSE,681,3800,17,"EUR",FALSE,"fr",0,1
46363,"https://www.ulule.com/avironuniversitairedesavoie/","2017-04-16T21:59:00Z","2017-02-26T00:00:00Z",NA,"FR","Le Bourget du Lac","Sports","online",TRUE,FALSE,5050,5000,101,"EUR",TRUE,"fr",0,0
46367,"https://www.ulule.com/etrange-heroine/","2017-03-27T04:00:00Z","2017-03-03T00:00:00Z",38,"FR","Lyon","Mode & Design","online",TRUE,TRUE,1220,10000,12,"EUR",FALSE,"fr",0,1
46368,"https://www.ulule.com/tableau-indicateur-esb/","2017-04-05T03:59:00Z","2017-02-27T00:00:00Z",NA,"CA","Sherbrooke","Sports","online",TRUE,FALSE,10,700,1,"CAD",FALSE,"fr",0,0
46370,"https://www.ulule.com/galerie-riquet/","2017-02-28T22:59:00Z","2017-02-01T00:00:00Z",27,"BE","Berloz","Art & Photo","online",TRUE,FALSE,50,1000,5,"EUR",FALSE,"fr",0,0
46371,"https://www.ulule.com/judith-47/","2017-05-15T21:59:00Z","2017-04-07T00:00:00Z",NA,"FR","Paris","Spectacle vivant","online",TRUE,FALSE,1000,10000,10,"EUR",FALSE,"fr",0,0
46372,"https://www.ulule.com/la-marmotiere-editions/","2017-04-14T21:59:00Z","2017-02-28T00:00:00Z",45,"FR","Paris","Édition & Média","online",TRUE,FALSE,9110,9000,101,"EUR",TRUE,"fr",0,7
46374,"https://www.ulule.com/humadentaire-cambodia/","2017-03-28T21:59:00Z","2017-01-27T00:00:00Z",60,NA,"Bordeaux","Solidaire & Citoyen","online",TRUE,FALSE,50,100,50,"EUR",FALSE,"fr",0,0
46376,"https://www.ulule.com/saly-solidarite/","2018-01-04T22:59:00Z","2017-11-20T00:00:00Z",45,"FR","Le Puy en Velay","Solidaire & Citoyen","online",TRUE,FALSE,771,3000,25,"EUR",FALSE,"fr",5,0
46379,"https://www.ulule.com/un-auteur-pour-les-enfants/","2017-02-28T22:59:00Z","2017-01-31T00:00:00Z",NA,"FR","Callian, 83440","Enfance & Educ.","online",TRUE,FALSE,555,500,111,"EUR",TRUE,"fr",0,8
46380,"https://www.ulule.com/un-spi-pour-les-roses/","2017-04-13T21:59:00Z","2017-02-27T00:00:00Z",45,"FR","Granville","Sports","online",TRUE,FALSE,120,5200,2,"EUR",FALSE,"fr",0,0
46382,"https://www.ulule.com/maraichage_aerien/","2017-03-25T17:30:00Z","2017-02-08T00:00:00Z",45,"FR","Grenoble","Solidaire & Citoyen","online",TRUE,FALSE,8114,8000,101,"EUR",TRUE,"fr",4,13
46384,"https://www.ulule.com/carnet-ogaki/","2017-03-05T22:59:00Z","2017-02-03T00:00:00Z",30,"FR","fontenay sous bois","BD & Manga","online",TRUE,FALSE,6781,4000,169,"EUR",TRUE,"fr",25,15
46385,"https://www.ulule.com/koshinmoon/","2017-02-27T22:59:00Z","2017-01-31T00:00:00Z",27,"FR","Bagnolet","Musique","online",TRUE,FALSE,3184,3000,106,"EUR",TRUE,"fr",0,6
46387,"https://www.ulule.com/bulles-a-croquer/","2017-05-15T21:59:00Z","2017-03-16T00:00:00Z",60,"FR","BLAIN","Enfance & Educ.","online",TRUE,FALSE,1190,1000,119,"EUR",TRUE,"fr",3,0
46389,"https://www.ulule.com/rencontres-expression-handicap/","2017-10-28T21:59:00Z","2017-09-15T00:00:00Z",40,"FR","CHEMILLE","Spectacle vivant","online",TRUE,FALSE,0,2500,0,"EUR",FALSE,"fr",0,0
46390,"https://www.ulule.com/premiere-exposition-4/","2017-03-04T22:59:00Z","2017-02-02T00:00:00Z",30,"FR",NA,"Art & Photo","online",TRUE,TRUE,710,700,101,"EUR",TRUE,"fr",0,2
46391,"https://www.ulule.com/fred-alouloum/","2017-04-21T21:59:00Z","2017-02-10T00:00:00Z",70,"FR","JAUJAC FRANCE","Musique","online",TRUE,FALSE,265,1500,17,"EUR",FALSE,"fr",0,0
46393,"https://www.ulule.com/calecons-damoiseaux/","2017-04-17T21:59:00Z","2017-02-05T00:00:00Z",NA,"FR","Lyon","Mode & Design","online",TRUE,FALSE,3230,3000,107,"EUR",TRUE,"fr",12,8
46397,"https://www.ulule.com/premiere-presse/","2017-03-24T22:59:00Z","2017-02-15T00:00:00Z",37,"FR","Nantes","Artisanat & Cuisine","online",TRUE,FALSE,2580,1965,131,"EUR",TRUE,"fr",1,4
46398,"https://www.ulule.com/replantons-le-canal-du-midi/","2017-04-09T21:59:00Z","2017-03-02T00:00:00Z",NA,"FR","Toulouse","Solidaire & Citoyen","online",TRUE,FALSE,12490,7000,178,"EUR",TRUE,"fr",2,5
46400,"https://www.ulule.com/a-vos-cotes/","2017-03-08T19:08:00Z","2017-02-04T00:00:00Z",30,"FR","Paris","Film & vidéo","online",TRUE,FALSE,5210,5000,104,"EUR",TRUE,"fr",9,13
46401,"https://www.ulule.com/sons-of-oflaherty/","2017-03-17T22:59:00Z","2017-01-31T00:00:00Z",NA,"FR","Rennes","Musique","online",TRUE,FALSE,5241,5000,104,"EUR",TRUE,"fr",0,6
46402,"https://www.ulule.com/le-tresor-de-la-petite-chapelle/","2017-04-06T21:59:00Z","2017-02-20T00:00:00Z",45,"FR","Bricquebec en Cotentin","Patrimoine","online",TRUE,TRUE,2610,2500,104,"EUR",TRUE,"fr",0,5
46404,"https://www.ulule.com/atelierdesuzon/","2017-03-30T21:59:00Z","2017-02-07T00:00:00Z",NA,"FR","Fleury la Montagne 71","Artisanat & Cuisine","online",TRUE,FALSE,1170,4500,26,"EUR",FALSE,"fr",1,0
46406,"https://www.ulule.com/chacun-son-art/","2017-03-23T22:59:00Z","2017-02-06T00:00:00Z",45,"FR","Tours","Autres projets","online",TRUE,FALSE,440,400,110,"EUR",TRUE,"fr",0,7
46407,"https://www.ulule.com/cartes-de-pleine-presence/","2017-03-24T22:59:00Z","2017-02-07T00:00:00Z",45,"FR","Paris","Enfance & Educ.","online",TRUE,TRUE,170,3250,5,"EUR",FALSE,"fr",0,1
46410,"https://www.ulule.com/jo-corbeau/","2017-03-14T13:00:00Z","2017-02-14T00:00:00Z",30,"FR","Marseille","Musique","online",TRUE,FALSE,875,2500,35,"EUR",FALSE,"fr",1,0
46411,"https://www.ulule.com/overstay-premier-album/","2018-01-22T22:59:00Z","2017-12-23T00:00:00Z",30,"FR","CHATOU","Musique","online",TRUE,FALSE,3275,3000,109,"EUR",TRUE,"fr",66,5
46414,"https://www.ulule.com/mobiel-trimsalon/","2017-03-04T22:59:00Z","2017-02-02T00:00:00Z",30,"BE","9000 Gent","Autres projets","online",TRUE,FALSE,835,1300,64,"EUR",FALSE,"nl",0,4
46417,"https://www.ulule.com/guerre-et-paix-en-colombie/","2017-03-02T22:59:00Z","2017-01-31T00:00:00Z",30,"FR","Strasbourg","Édition & Média","online",TRUE,FALSE,680,650,104,"EUR",TRUE,"fr",0,0
46418,"https://www.ulule.com/nid-ange/","2017-03-17T22:59:00Z","2017-01-31T00:00:00Z",45,"FR","Paris","Mode & Design","online",TRUE,FALSE,1945,10000,19,"EUR",FALSE,"fr",1,0
46419,"https://www.ulule.com/un-toit-definitif-pour-nos-proteges/","2017-03-05T22:59:00Z","2017-02-03T00:00:00Z",NA,NA,"Court-Saint-Etienne","Solidaire & Citoyen","online",TRUE,FALSE,615,2500,24,"EUR",FALSE,"fr",3,0
46420,"https://www.ulule.com/st-valentin-film/","2017-03-21T22:59:00Z","2017-02-19T00:00:00Z",30,"FR","nantes","Film & vidéo","online",TRUE,FALSE,170,500,34,"EUR",FALSE,"fr",0,0
46422,"https://www.ulule.com/switchwords/","2017-03-22T22:59:00Z","2017-02-10T00:00:00Z",40,"FR","Corbeil-Essonnes","Jeux","online",TRUE,FALSE,2510,20000,12,"EUR",FALSE,"fr",1,9
46430,"https://www.ulule.com/larmeultime/","2017-03-01T22:59:00Z","2017-01-30T00:00:00Z",30,"FR","Réalmont","Édition & Média","online",TRUE,FALSE,1031,995,103,"EUR",TRUE,"fr",7,9
46432,"https://www.ulule.com/centre_accueil_bea/","2017-07-21T21:59:00Z","2017-06-16T00:00:00Z",35,"FR","Saint-Louis","Enfance & Educ.","online",TRUE,FALSE,6710,6000,111,"EUR",TRUE,"fr",9,13
46434,"https://www.ulule.com/quincamp-fest/","2017-06-29T21:59:00Z","2017-06-02T00:00:00Z",30,"FR","Quincampoix","Musique","online",TRUE,FALSE,232,400,58,"EUR",FALSE,"fr",0,0
46436,"https://www.ulule.com/obsession-court/","2017-02-28T22:59:00Z","2017-01-30T00:00:00Z",NA,"FR","Paris","Film & vidéo","online",TRUE,TRUE,480,450,106,"EUR",TRUE,"fr",0,0
46437,"https://www.ulule.com/projet-ecole-au-benin/","2017-03-07T22:59:00Z","2017-02-04T00:00:00Z",NA,"FR","Reims","Enfance & Educ.","online",TRUE,FALSE,1175,1000,117,"EUR",TRUE,"fr",2,0
46439,"https://www.ulule.com/record-roller-hockey/","2017-06-11T10:01:00Z","2017-04-13T00:00:00Z",NA,"FR","Bain de Bretagne","Sports","online",TRUE,FALSE,3000,3000,100,"EUR",TRUE,"fr",2,0
46443,"https://www.ulule.com/informatique-tous/","2017-03-19T22:59:00Z","2017-02-03T00:00:00Z",NA,"FR","VILLETANEUSE","Solidaire & Citoyen","online",TRUE,FALSE,757,750,100,"EUR",TRUE,"fr",0,0
46447,"https://www.ulule.com/tiny-house/","2017-04-01T21:59:00Z","2017-02-10T00:00:00Z",45,"FR","GRENOBLE","Solidaire & Citoyen","online",TRUE,FALSE,2001,2000,100,"EUR",TRUE,"fr",2,5
46448,"https://www.ulule.com/animalpolitique/","2017-03-12T22:59:00Z","2017-02-03T00:00:00Z",32,"FR","Orange","Art & Photo","online",TRUE,FALSE,3915,3800,103,"EUR",TRUE,"fr",0,12
46450,"https://www.ulule.com/reves-denfants-2/","2017-02-25T22:59:00Z","2017-02-01T00:00:00Z",20,"FR","PARIS","Art & Photo","online",TRUE,FALSE,746,500,149,"EUR",TRUE,"fr",0,2
46452,"https://www.ulule.com/paradis-noir/","2017-03-02T22:59:00Z","2017-01-31T00:00:00Z",30,"FR","Paris","Musique","online",TRUE,FALSE,4306,50,156,"EUR",TRUE,"fr",1,0
46453,"https://www.ulule.com/troupasoui-nouvel-album/","2017-03-10T22:59:00Z","2017-02-08T00:00:00Z",30,"FR","RENNES","Musique","online",TRUE,FALSE,1580,1500,105,"EUR",TRUE,"fr",2,2
46454,"https://www.ulule.com/terre-apeuthique/","2017-02-26T22:59:00Z","2017-02-01T00:00:00Z",25,"BE","Plombières","Solidaire & Citoyen","online",TRUE,FALSE,45,1000,4,"EUR",FALSE,"fr",0,0
46458,"https://www.ulule.com/the-french-mug/","2017-03-01T22:59:00Z","2017-01-30T00:00:00Z",30,"FR","Clairvaux","Art & Photo","online",TRUE,FALSE,730,3000,24,"EUR",FALSE,"fr",0,2
46459,"https://www.ulule.com/pinacotheque/","2017-10-14T21:59:00Z","2017-09-04T00:00:00Z",40,"FR","Vaugneray","Édition & Média","online",TRUE,FALSE,540,500,108,"EUR",TRUE,"fr",0,3
46460,"https://www.ulule.com/apprendre-a-masser/","2017-03-21T22:59:00Z","2017-02-04T00:00:00Z",45,"FR","Aix en Provence","Édition & Média","online",TRUE,TRUE,4156,4125,100,"EUR",TRUE,"fr",9,5
46461,"https://www.ulule.com/le-cube/","2017-04-22T21:59:00Z","2017-03-14T00:00:00Z",NA,"FR","Dourdan","Art & Photo","online",TRUE,FALSE,870,800,108,"EUR",TRUE,"fr",1,5
46462,"https://www.ulule.com/miguel-m-live/","2017-04-03T21:59:00Z","2017-02-16T00:00:00Z",41,"FR","LA BATIE MONTGASCON","Musique","online",TRUE,FALSE,1519,5000,30,"EUR",FALSE,"en",3,0
46467,"https://www.ulule.com/code-siegfried/","2017-06-30T21:59:00Z","2017-05-18T00:00:00Z",43,"LU","luxembourg","Enfance & Educ.","online",TRUE,FALSE,5304,5000,106,"EUR",TRUE,"fr",2,10
46468,"https://www.ulule.com/un-tracteur-pour-utopic/","2017-04-24T21:59:00Z","2017-03-24T00:00:00Z",30,"FR",NA,"Solidaire & Citoyen","online",TRUE,TRUE,5450,5400,100,"EUR",TRUE,"fr",2,0
46470,"https://www.ulule.com/ny2017/","2017-05-17T02:59:00Z","2017-04-06T00:00:00Z",40,NA,NA,"Autres projets","online",TRUE,FALSE,328,3000,10,"EUR",FALSE,"fr",0,0
46472,"https://www.ulule.com/compotes-inde/","2017-03-03T22:59:00Z","2017-02-01T00:00:00Z",30,"FR","Pannes","Solidaire & Citoyen","online",TRUE,FALSE,1010,1000,101,"EUR",TRUE,"fr",0,3
46473,"https://www.ulule.com/marcservera-opus7/","2017-03-06T22:59:00Z","2017-02-01T00:00:00Z",33,"FR","Paris","Musique","online",TRUE,FALSE,3505,3500,100,"EUR",TRUE,"fr",3,4
46474,"https://www.ulule.com/limouzigazelles-rallye-aicha/","2017-04-18T21:59:00Z","2017-03-06T00:00:00Z",43,"FR","Limoges","Sports","online",TRUE,FALSE,368,1500,24,"EUR",FALSE,"fr",0,0
46478,"https://www.ulule.com/reouverture-repaire-a-macon/","2017-04-01T21:59:00Z","2017-02-15T00:00:00Z",45,"FR","Mâcon","Artisanat & Cuisine","online",TRUE,FALSE,5412,5000,108,"EUR",TRUE,"fr",2,12
46480,"https://www.ulule.com/lenfant-libre/","2017-03-21T22:59:00Z","2017-02-16T00:00:00Z",30,"FR","Saint Genis Laval","Enfance & Educ.","online",TRUE,FALSE,2000,1000,200,"EUR",TRUE,"fr",0,5
46483,"https://www.ulule.com/dressing-des-petites/","2017-03-28T21:59:00Z","2017-03-13T00:00:00Z",15,"FR","RUEIL-MALMAISON","Mode & Design","online",TRUE,FALSE,690,30,20,"EUR",FALSE,"fr",0,1
46484,"https://www.ulule.com/clement-simon-premier-album/","2017-03-05T22:59:00Z","2017-02-03T00:00:00Z",30,"FR","Paris","Musique","online",TRUE,FALSE,4250,4000,106,"EUR",TRUE,"fr",1,6
46486,"https://www.ulule.com/avemaria-acass/","2017-04-08T21:59:00Z","2017-02-22T00:00:00Z",45,"BE","CHATELET, BELGIQUE","Musique","online",TRUE,FALSE,276,3500,7,"EUR",FALSE,"fr",1,0
46487,"https://www.ulule.com/42eme-session/","2017-03-10T22:59:00Z","2017-02-10T00:00:00Z",28,"FR","Clermont-Ferrand","Solidaire & Citoyen","online",TRUE,FALSE,1842,400,460,"EUR",TRUE,"fr",3,4
46489,"https://www.ulule.com/naoned-longboards/","2017-04-20T21:59:00Z","2017-03-01T00:00:00Z",50,"FR","NANTES","Artisanat & Cuisine","online",TRUE,FALSE,1835,1600,114,"EUR",TRUE,"fr",0,2
46490,"https://www.ulule.com/locrocodile-dirgeleclip/","2017-02-16T22:59:00Z","2017-02-03T00:00:00Z",NA,"FR","Paris, France","Film & vidéo","online",TRUE,FALSE,240,1000,24,"EUR",FALSE,"fr",0,0
46491,"https://www.ulule.com/lemarchedurobec/","2017-03-28T21:59:00Z","2017-02-16T00:00:00Z",40,"FR","Rouen","Artisanat & Cuisine","online",TRUE,FALSE,3570,3520,101,"EUR",TRUE,"fr",9,0
46494,"https://www.ulule.com/dvd-life-animated/","2017-03-07T11:00:00Z","2017-02-03T00:00:00Z",30,"FR","Paris","Film & vidéo","online",TRUE,TRUE,603,4000,15,"EUR",FALSE,"fr",0,1
46499,"https://www.ulule.com/chateau-hospitalier-de-belvoir/","2017-04-28T21:59:00Z","2017-02-24T00:00:00Z",63,"FR","LYON","Patrimoine","online",TRUE,FALSE,7830,7500,104,"EUR",TRUE,"fr",5,2
46500,"https://www.ulule.com/festival-les-aliennes-2-body-pride/","2017-03-13T22:59:00Z","2017-02-09T00:00:00Z",NA,"FR","Paris","Musique","online",TRUE,FALSE,8035,8000,100,"EUR",TRUE,"fr",5,16
46501,"https://www.ulule.com/coach-moi/","2017-04-17T21:59:00Z","2017-02-16T00:00:00Z",60,"MG","Soavina Atsimondrano","Solidaire & Citoyen","online",TRUE,FALSE,5,3000,0,"EUR",FALSE,"fr",0,0
46505,"https://www.ulule.com/terres-deux-gazelles/","2017-03-18T22:59:00Z","2017-02-01T00:00:00Z",40,"FR","chailles","Solidaire & Citoyen","online",TRUE,FALSE,725,500,145,"EUR",TRUE,"fr",2,2
46506,"https://www.ulule.com/en-vies-dune-terre-dutopies/","2017-02-22T22:59:00Z","2017-02-01T00:00:00Z",NA,"FR","02600","Spectacle vivant","online",TRUE,FALSE,1790,1500,119,"EUR",TRUE,"fr",1,15
46507,"https://www.ulule.com/pucie-projet-de-creation/","2017-02-23T22:59:00Z","2017-02-03T00:00:00Z",20,"BE","Bruxelles","Spectacle vivant","online",TRUE,FALSE,435,375,116,"EUR",TRUE,"fr",0,0
46510,"https://www.ulule.com/sunu/","2017-04-18T23:59:00Z","2017-02-17T00:00:00Z",60,NA,"Cotonou","Autres projets","online",TRUE,FALSE,165,13000,1,"EUR",FALSE,"fr",0,0
46511,"https://www.ulule.com/neruda-et-le-winnipeg/","2017-03-03T22:59:00Z","2017-02-04T00:00:00Z",NA,"FR","Bordeaux","Solidaire & Citoyen","online",TRUE,FALSE,2090,2000,104,"EUR",TRUE,"fr",0,1
46512,"https://www.ulule.com/librairie-salon-the-herbiers/","2017-03-05T22:59:00Z","2017-02-03T00:00:00Z",30,"FR","Sainte-Cécile","Édition & Média","online",TRUE,FALSE,8785,8500,103,"EUR",TRUE,"fr",5,7
46514,"https://www.ulule.com/julien-marga-quartet/","2017-04-10T21:59:00Z","2017-02-24T00:00:00Z",45,"BE","Paris","Musique","online",TRUE,FALSE,2555,2500,102,"EUR",TRUE,"fr",0,2
46516,"https://www.ulule.com/les-unvisibles/","2017-02-26T22:59:00Z","2017-02-06T00:00:00Z",NA,"FR","Angers","Art & Photo","online",TRUE,FALSE,501,400,125,"EUR",TRUE,"fr",0,0
46517,"https://www.ulule.com/hortense-nosceteipsum/","2017-07-19T21:59:00Z","2017-05-30T00:00:00Z",45,"FR",NA,"Mode & Design","online",TRUE,FALSE,4910,4550,107,"EUR",TRUE,"fr",4,3
46518,"https://www.ulule.com/chroniques-de-brac/","2017-03-05T22:59:00Z","2017-02-03T00:00:00Z",30,"FR","Lyon","Édition & Média","online",TRUE,FALSE,3350,2500,134,"EUR",TRUE,"fr",6,0
46519,"https://www.ulule.com/la-biere-du-docteur/","2017-04-05T21:59:00Z","2017-02-04T00:00:00Z",60,"FR","Gignac","Artisanat & Cuisine","online",TRUE,FALSE,3736,3000,124,"EUR",TRUE,"fr",4,9
46521,"https://www.ulule.com/juin-swimwear/","2017-04-14T21:59:00Z","2017-03-09T00:00:00Z",NA,"FR","île d'oléron","Mode & Design","online",TRUE,TRUE,2225,2000,111,"EUR",TRUE,"fr",0,17
46523,"https://www.ulule.com/mistricotine-tricots-bebe/","2019-04-22T21:59:00Z","2019-03-08T00:00:00Z",45,"FR","Levallois-Perret","Mode & Design","online",TRUE,TRUE,1469,4000,36,"EUR",FALSE,"fr",37,3
46524,"https://www.ulule.com/vocalises-sallebain/","2017-04-07T21:59:00Z","2017-02-26T00:00:00Z",40,"BE","Nivelles","Spectacle vivant","online",TRUE,FALSE,2015,2000,100,"EUR",TRUE,"fr",5,9
46525,"https://www.ulule.com/cocotte-french-rotisserie/","2017-04-21T21:59:00Z","2017-03-07T00:00:00Z",45,"FR","PARIS","Artisanat & Cuisine","online",TRUE,FALSE,5918,5000,118,"EUR",TRUE,"fr",2,0
46526,"https://www.ulule.com/album-aime-toi/","2017-03-25T22:59:00Z","2017-02-08T00:00:00Z",45,"FR","PARIS","Musique","online",TRUE,FALSE,4501,4266,105,"EUR",TRUE,"fr",0,2
46527,"https://www.ulule.com/la-popote-de-pounette/","2017-03-06T22:59:00Z","2017-02-04T00:00:00Z",30,"FR","UZEMAIN","Artisanat & Cuisine","online",TRUE,FALSE,335,1800,18,"EUR",FALSE,"fr",0,3
46528,"https://www.ulule.com/clip-ou-es-tu/","2017-03-06T22:59:00Z","2017-02-04T00:00:00Z",30,"FR","Paris","Musique","online",TRUE,FALSE,2044,2000,102,"EUR",TRUE,"fr",4,3
46530,"https://www.ulule.com/ailes-dominique/","2017-05-12T21:59:00Z","2017-04-12T00:00:00Z",30,"FR","SANDILLON","Solidaire & Citoyen","online",TRUE,FALSE,130,1000,13,"EUR",FALSE,"fr",0,1
46531,"https://www.ulule.com/datcha-mandala-album/","2017-07-25T21:59:00Z","2017-06-15T00:00:00Z",40,"FR","Mérignac, 33700, FR","Musique","online",TRUE,FALSE,9702,8000,121,"EUR",TRUE,"fr",13,14
46534,"https://www.ulule.com/silence-nouvel-ep/","2017-03-18T22:59:00Z","2017-02-01T00:00:00Z",45,"FR","Rennes","Musique","online",TRUE,FALSE,3000,3000,100,"EUR",TRUE,"fr",1,6
46536,"https://www.ulule.com/le-bato-a-film/","2017-03-28T21:59:00Z","2017-02-09T00:00:00Z",45,"FR","Paris","Film & vidéo","online",TRUE,FALSE,11741,8000,146,"EUR",TRUE,"fr",6,12
46538,"https://www.ulule.com/cambodge-ecolmat/","2017-04-16T21:59:00Z","2017-03-06T00:00:00Z",NA,"FR","MONTARGIS","Solidaire & Citoyen","online",TRUE,FALSE,10845,10700,101,"EUR",TRUE,"fr",2,6
46540,"https://www.ulule.com/creation-bureau-sukuta-nema/","2017-09-18T21:59:00Z","2017-07-20T00:00:00Z",60,"CH","genève","Solidaire & Citoyen","online",TRUE,FALSE,30,2000,1,"EUR",FALSE,"fr",0,0
46541,"https://www.ulule.com/patience-des-papillons/","2017-03-01T22:59:00Z","2017-02-01T00:00:00Z",NA,"FR","Montpellier","Art & Photo","online",TRUE,FALSE,1220,1000,122,"EUR",TRUE,"fr",1,2
46544,"https://www.ulule.com/lechafaudage/","2017-03-24T22:59:00Z","2017-02-07T00:00:00Z",45,"FR","PARIS","Spectacle vivant","online",TRUE,FALSE,3029,3000,100,"EUR",TRUE,"fr",0,4
46545,"https://www.ulule.com/le-ski-pour-tous-pyrenees/","2017-04-06T21:59:00Z","2017-02-05T00:00:00Z",60,"FR","Arette La Pierre Saint Martin","Sports","online",TRUE,FALSE,1800,4660,38,"EUR",FALSE,"fr",1,0
46546,"https://www.ulule.com/madame-debarrasse/","2017-03-06T22:59:00Z","2017-02-02T00:00:00Z",NA,"FR","Le Vieux Marché","Enfance & Educ.","online",TRUE,FALSE,1025,1000,102,"EUR",TRUE,"fr",0,0
46548,"https://www.ulule.com/ief-lefilm/","2017-03-03T22:59:00Z","2017-02-02T00:00:00Z",30,"FR","Lille","Film & vidéo","online",TRUE,FALSE,2365,1500,157,"EUR",TRUE,"fr",3,12
46549,"https://www.ulule.com/roseschataignes-2017/","2017-04-09T21:59:00Z","2017-03-13T00:00:00Z",NA,"FR","Châtaigneraie - Cantal","Solidaire & Citoyen","online",TRUE,FALSE,3105,3000,103,"EUR",TRUE,"fr",1,1
46550,"https://www.ulule.com/agir-mada/","2017-04-17T21:59:00Z","2017-03-08T00:00:00Z",40,"FR","Saint Nazaire","Solidaire & Citoyen","online",TRUE,FALSE,615,600,102,"EUR",TRUE,"fr",0,0
46554,"https://www.ulule.com/school-et-plumes/","2017-03-03T22:59:00Z","2017-02-01T00:00:00Z",30,"FR","Citers","Enfance & Educ.","online",TRUE,FALSE,2005,1500,133,"EUR",TRUE,"fr",5,15
46555,"https://www.ulule.com/crazylove/","2017-03-21T22:59:00Z","2017-03-01T00:00:00Z",20,"FR","Poitiers","Solidaire & Citoyen","online",TRUE,FALSE,370,800,46,"EUR",FALSE,"fr",0,0
46556,"https://www.ulule.com/solidarite-internationale-maroc/","2017-03-03T22:59:00Z","2017-02-01T00:00:00Z",30,"FR","Nîmes","Solidaire & Citoyen","online",TRUE,FALSE,1545,1000,154,"EUR",TRUE,"fr",0,5
46557,"https://www.ulule.com/mgaga/","2017-06-14T03:59:00Z","2017-05-09T00:00:00Z",35,"CA","Montréal","Mode & Design","online",TRUE,FALSE,1355,5000,27,"CAD",FALSE,"fr",0,3
